Accession,SRA_Accession,Submitters,Release_Date,Pangolin,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MZ267073,,"Kayed,A.E., Roshdy,W.H., El-Shesheny,R.E., Mostafa,A., Khalifa,M.K., Shehata,M., Shawky,S., Saleh,M., Gomaa,M., El Taweel,A., Mahmoud,S.H., Moatasim,Y., Kutkat,O., Kamel,M.N., Mahrous,N., El Sayes,M.A., El Guindy,N.M., Naguib,A., Kandeil,A., Kayali,G., Hassany,M., Ali,M.A.",2021-05-23T00:00:00Z,C.36.3,hSARS-CoV-2-EGYPT-CPHL-NRC-S6,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29879,GenBank,partial,,,,Egypt,Egypt,,Homo sapiens,,2021-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/hSARS-CoV-2-EGYPT-CPHL-NRC-S6/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MZ267074,,"Kayed,A.E., Roshdy,W.H., El-Shesheny,R.E., Mostafa,A., Khalifa,M.K., Shehata,M., Shawky,S., Saleh,M., Gomaa,M., El Taweel,A., Mahmoud,S.H., Moatasim,Y., Kutkat,O., Kamel,M.N., Mahrous,N., El Sayes,M.A., El Guindy,N.M., Naguib,A., Kandeil,A., Kayali,G., Hassany,M., Ali,M.A.",2021-05-23T00:00:00Z,C.36,hSARS-CoV-2-EGYPT-CPHL-NRC-S5,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),28889,GenBank,partial,,,,Egypt,Egypt,,Homo sapiens,,2021-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/hSARS-CoV-2-EGYPT-CPHL-NRC-S5/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ267075,,"Kayed,A.E., Roshdy,W.H., El-Shesheny,R.E., Mostafa,A., Khalifa,M.K., Shehata,M., Shawky,S., Saleh,M., Gomaa,M., El Taweel,A., Mahmoud,S.H., Moatasim,Y., Kutkat,O., Kamel,M.N., Mahrous,N., El Sayes,M.A., El Guindy,N.M., Naguib,A., Kandeil,A., Kayali,G., Hassany,M., Ali,M.A.",2021-05-23T00:00:00Z,C.36.3,hSARS-CoV-2-EGYPT-CPHL-NRC-S4,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29879,GenBank,partial,,,,Egypt,Egypt,,Homo sapiens,,2021-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/hSARS-CoV-2-EGYPT-CPHL-NRC-S4/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
MZ267076,,"Kayed,A.E., Roshdy,W.H., El-Shesheny,R.E., Mostafa,A., Khalifa,M.K., Shehata,M., Shawky,S., Saleh,M., Gomaa,M., El Taweel,A., Mahmoud,S.H., Moatasim,Y., Kutkat,O., Kamel,M.N., Mahrous,N., El Sayes,M.A., El Guindy,N.M., Naguib,A., Kandeil,A., Kayali,G., Hassany,M., Ali,M.A.",2021-05-23T00:00:00Z,C.36.3,hSARS-CoV-2-EGYPT-CPHL-NRC-S3,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29734,GenBank,partial,,,,Egypt,Egypt,,Homo sapiens,,2021-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/hSARS-CoV-2-EGYPT-CPHL-NRC-S3/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, partial cds"
MZ267077,,"Kayed,A.E., Roshdy,W.H., El-Shesheny,R.E., Mostafa,A., Khalifa,M.K., Shehata,M., Shawky,S., Saleh,M., Gomaa,M., El Taweel,A., Mahmoud,S.H., Moatasim,Y., Kutkat,O., Kamel,M.N., Mahrous,N., El Sayes,M.A., El Guindy,N.M., Naguib,A., Kandeil,A., Kayali,G., Hassany,M., Ali,M.A.",2021-05-23T00:00:00Z,C.36.3,hSARS-CoV-2-EGYPT-CPHL-NRC-S2,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29892,GenBank,partial,,,,Egypt,Egypt,,Homo sapiens,,2021-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/hSARS-CoV-2-EGYPT-CPHL-NRC-S2/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ267078,,"Kayed,A.E., Roshdy,W.H., El-Shesheny,R.E., Mostafa,A., Khalifa,M.K., Shehata,M., Shawky,S., Saleh,M., Gomaa,M., El Taweel,A., Mahmoud,S.H., Moatasim,Y., Kutkat,O., Kamel,M.N., Mahrous,N., El Sayes,M.A., El Guindy,N.M., Naguib,A., Kandeil,A., Kayali,G., Hassany,M., Ali,M.A.",2021-05-23T00:00:00Z,C.36.3,hSARS-CoV-2-EGYPT-CPHL-NRC-S1,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29588,GenBank,partial,,,,Egypt,Egypt,,Homo sapiens,,2021-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/hSARS-CoV-2-EGYPT-CPHL-NRC-S1/2021 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MZ267079,,"Kayed,A.E., Roshdy,W.H., El-Shesheny,R.E., Mostafa,A., Khalifa,M.K., Shehata,M., Shawky,S., Saleh,M., Gomaa,M., El Taweel,A., Mahmoud,S.H., Moatasim,Y., Kutkat,O., Kamel,M.N., Mahrous,N., El Sayes,M.A., El Guindy,N.M., Naguib,A., Kandeil,A., Kayali,G., Hassany,M., Ali,M.A.",2021-05-23T00:00:00Z,C.36.3,hSARS-CoV-2-EGYPT-CPHL-NRC-S24,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29880,GenBank,partial,,,,Egypt,Egypt,,Homo sapiens,,2021-03,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/hSARS-CoV-2-EGYPT-CPHL-NRC-S24/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; and ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ227558,,"Trabelsi,S., Ben Alaya,N., Ben Sassi,M., Ferjani,S., Abid,S., Safer,M., Ben Othman,R., Chammam,S., Mdini,I., Kacem,I., Kharrat,M., BenKahla,A., Ben Khelil,J., Daghfous,R., Gouider,R., Maatoug,T., Boutiba-Ben Boubaker,I.",2021-05-19T00:00:00Z,B.1.351.2,TUN-202129459,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29846,GenBank,complete,,,,Tunisia,Tunisia,,Homo sapiens,oronasopharynx,2021-04-26,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-202129459/2021, complete genome"
MZ227579,,"Trabelsi,S., Ben Alaya,N., Ben Sassi,M., Ferjani,S., Abid,S., Safer,M., Ben Othman,R., Chammam,S., Mdini,I., Kacem,I., Kharrat,M., BenKahla,A., Ben Khelil,J., Daghfous,R., Gouider,R., Mahfoudh,R., Boutiba-Ben Boubaker,I.",2021-05-19T00:00:00Z,B.1.351,TUN-202129100,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29838,GenBank,partial,,,,Tunisia,Tunisia,,Homo sapiens,oronasopharynx,2021-04-24,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/TUN-202129100/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MZ208926,,"Melloul,M., Chouati,T., Mouhsine,H., Alaoui,S.A., Rfaki,A., Touil,N., Elannaz,H., Ennibi,K., Youbi,M., Merabet,M., Nourlil,J., Maaroufi,A., El Fahime,E.",2021-05-17T00:00:00Z,B.1.617.2,CNRST-IND01,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29715,GenBank,partial,,,,Morocco,Morocco,,Homo sapiens,oronasopharynx,2021-04-22,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MAR/CNRST-IND01/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MZ215668,,"Halatoko,A.W., Maman,I., Sadji,Y.A., Kossi,K., Mohktar,Q., Asare,K.M., Salah,D., Layibo,Y., Lamboni,L., Assane,H., Egyir,B., Appiah-Kubi,J., Issa,Z., Awunyo,S., Dorkenoo,A., Bonney,K.J., Salou,M., Dagnran,A., Adu,B.",2021-05-17T00:00:00Z,B.1.1,nmimr-TG-SARS-CoV-2-TGS-044-21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29740,GenBank,partial,,,,Togo,Togo,,Homo sapiens,oronasopharynx,2021-02-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-044-21/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ215669,,"Halatoko,A.W., Maman,I., Sadji,Y.A., Kossi,K., Mohktar,Q., Asare,K.M., Salah,D., Layibo,Y., Lamboni,L., Assane,H., Egyir,B., Appiah-Kubi,J., Issa,Z., Awunyo,S., Dorkenoo,A., Bonney,K.J., Salou,M., Dagnran,A., Adu,B.",2021-05-17T00:00:00Z,B.1.525,nmimr-TG-SARS-CoV-2-TGS-047-21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29841,GenBank,partial,,,,Togo,Togo,,Homo sapiens,oronasopharynx,2021-02-06,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-047-21/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
MZ215670,,"Halatoko,A.W., Maman,I., Sadji,Y.A., Kossi,K., Mohktar,Q., Asare,K.M., Salah,D., Layibo,Y., Lamboni,L., Assane,H., Egyir,B., Appiah-Kubi,J., Issa,Z., Awunyo,S., Dorkenoo,A., Bonney,K.J., Salou,M., Dagnran,A., Adu,B.",2021-05-17T00:00:00Z,B.1.525,nmimr-TG-SARS-CoV-2-TGS-052-21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29182,GenBank,partial,,,,Togo,Togo,,Homo sapiens,oronasopharynx,2021-02-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-052-21/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
MZ215671,,"Halatoko,A.W., Maman,I., Sadji,Y.A., Kossi,K., Mohktar,Q., Asare,K.M., Salah,D., Layibo,Y., Lamboni,L., Assane,H., Egyir,B., Appiah-Kubi,J., Issa,Z., Awunyo,S., Dorkenoo,A., Bonney,K.J., Salou,M., Dagnran,A., Adu,B.",2021-05-17T00:00:00Z,B.1.1.7,nmimr-TG-SARS-CoV-2-TGS-053-21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29756,GenBank,complete,,,,Togo,Togo,,Homo sapiens,oronasopharynx,2021-02-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-053-21/2021, complete genome"
MZ215672,,"Halatoko,A.W., Maman,I., Sadji,Y.A., Kossi,K., Mohktar,Q., Asare,K.M., Salah,D., Layibo,Y., Lamboni,L., Assane,H., Egyir,B., Appiah-Kubi,J., Issa,Z., Awunyo,S., Dorkenoo,A., Bonney,K.J., Salou,M., Dagnran,A., Adu,B.",2021-05-17T00:00:00Z,B.1.525,nmimr-TG-SARS-CoV-2-TGS-057-21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29847,GenBank,partial,,,,Togo,Togo,,Homo sapiens,oronasopharynx,2021-02-20,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-057-21/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
MZ215673,,"Halatoko,A.W., Maman,I., Sadji,Y.A., Kossi,K., Mohktar,Q., Asare,K.M., Salah,D., Layibo,Y., Lamboni,L., Assane,H., Egyir,B., Appiah-Kubi,J., Issa,Z., Awunyo,S., Dorkenoo,A., Bonney,K.J., Salou,M., Dagnran,A., Adu,B.",2021-05-17T00:00:00Z,B.1.1.7,nmimr-TG-SARS-CoV-2-TGS-058-21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29759,GenBank,partial,,,,Togo,Togo,,Homo sapiens,oronasopharynx,2021-02-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-058-21/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) gene, partial cds; and ORF7b (ORF7b), truncated ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ215674,,"Halatoko,A.W., Maman,I., Sadji,Y.A., Kossi,K., Mohktar,Q., Asare,K.M., Salah,D., Layibo,Y., Lamboni,L., Assane,H., Egyir,B., Appiah-Kubi,J., Issa,Z., Awunyo,S., Dorkenoo,A., Bonney,K.J., Salou,M., Dagnran,A., Adu,B.",2021-05-17T00:00:00Z,B.1.525,nmimr-TG-SARS-CoV-2-TGS-060-21,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29204,GenBank,partial,,,,Togo,Togo,,Homo sapiens,oronasopharynx,2021-02-25,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TGO/nmimr-TG-SARS-CoV-2-TGS-060-21/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
MZ202314,,"Vogels,C.B., Lucas,C., Fauver,J.R., Breban,M.I., Ott,I.M., Alpert,T., Petrone,M.E., Brito,A.F., Watkins,A.E., Kalinich,C.C., Rothman,J.E., Iwasaki,A., Landry,M.L., Grubaugh,N.D.",2021-05-14T00:00:00Z,B.1.351,Yale-3366,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29783,GenBank,complete,,,,South Africa,South Africa,,Homo sapiens,,2020-11-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/Yale-3366/2020, complete genome"
MZ150525,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.525,nmimr-SARS-CoV-2-NTRA-21-8945,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29414,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-8945/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
MZ150526,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.1.318,nmimr-SARS-CoV-2-NTRA-21-37159,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29722,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-37159/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), and ORF7a protein (ORF7a) genes, complete cds; ORF7b (ORF7b) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MZ150527,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.525,nmimr-SARS-CoV-2-TRA-21-13715,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29132,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-TRA-21-13715/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
MZ150528,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.525,nmimr-SARS-CoV-2-TRA-21-13716,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29846,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-TRA-21-13716/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MZ150529,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.525,nmimr-SARS-CoV-2-NTRA-21-37127,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29626,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-37127/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MZ150530,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.1.7,nmimr-SARS-CoV-2-NTRA-21-37129,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29723,GenBank,complete,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-37129/2021, complete genome"
MZ150531,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.1.7,nmimr-SARS-CoV-2-NTRA-21-37132,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29744,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-37132/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) gene, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MZ150532,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.1.7,nmimr-SARS-CoV-2-NTRA-21-37138,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29727,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-NTRA-21-37138/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), truncated ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MZ150533,,"Adu,B., Egyir,B., Kumordjie,S., Agbodzi,B., Yeboah,C., Mohktar,Q., Oteng,F., Owusu-Nyantakyi,C., Asare,K.M., Appiah-Kubi,J., Bonney,J.K., Odoom,J.K.",2021-05-10T00:00:00Z,B.1.525,nmimr-SARS-CoV-2-TRA-21-13568,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29336,GenBank,partial,,,,Ghana,Ghana,,Homo sapiens,,2021-03-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/GHA/nmimr-SARS-CoV-2-TRA-21-13568/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds"
